name,nationality,dob,highest_rank,highest_rank_year,handed,turned_pro,fav_surface,last10_win,rank,points,rank_2023,win_loss_2023,win_loss_clay_2023,win_loss_hardcourt_2023,win_loss_indoor_2023,win_loss_grass_2023,win_loss_other_2023,rank_2022,win_loss_2022,win_loss_clay_2022,win_loss_hardcourt_2022,win_loss_indoor_2022,win_loss_grass_2022,win_loss_other_2022,rank_2021,win_loss_2021,win_loss_clay_2021,win_loss_hardcourt_2021,win_loss_indoor_2021,win_loss_grass_2021,win_loss_other_2021,rank_2020,win_loss_2020,win_loss_clay_2020,win_loss_hardcourt_2020,win_loss_indoor_2020,win_loss_grass_2020,win_loss_other_2020,rank_2019,win_loss_2019,win_loss_clay_2019,win_loss_hardcourt_2019,win_loss_indoor_2019,win_loss_grass_2019,win_loss_other_2019,rank_2018,win_loss_2018,win_loss_clay_2018,win_loss_hardcourt_2018,win_loss_indoor_2018,win_loss_grass_2018,win_loss_other_2018,total_win_loss,total_win_loss_clay,total_win_loss_hardcourt,total_win_loss_indoor,total_win_loss_grass,total_win_loss_other
"Rahimi, Seyed Farzad",Iran,1993-12-26,,,,,,0%,-,-,2023,0/2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/2,0/0,0/0,0/0,,
"Katmuk, Hendrik",Estonia,2004-05-10,,,,,,0%,-,-,,,,,,,,2022,-,-,0/1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,0/0,0/1,0/0,,
"Nouier, Ahmed",Egypt,2005-01-17,,,,,,0%,-,-,,,,,,,,2022,0/5,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/5,0/0,0/0,0/0,,
"Debbeche, Yessine",Tunisia,2000-09-25,,,,,,25%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,0/2,-,-,-,,,2018,1/1,-,-,-,,,1/3,0/0,0/0,0/0,,
"Rojpiboonphan, Apivich",Thailand,2005-01-16,,,,,,0%,-,-,,,,,,,,2022,-,0/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,0/1,0/0,0/0,,
"Ivkic, Emanuel",Croatia,2006-01-06,,,Right,,Clay,0%,-,-,2023,0/1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/1,0/0,0/0,0/0,,
"Soome, Indrek",Finland,2003-03-09,,,Right,,Grass,0%,-,-,,,,,,,,2022,-,0/2,-,-,,,2021,0/1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/1,0/2,0/0,0/0,,
"Kido, Matus",Slovakia,2005-03-28,,,Right,,Clay,50%,-,-,2023,0/1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/1,0/0,0/0,0/0,,
"Mohammadi, Moin",Iran,1991-05-22,,,Right,,Clay,50%,-,-,,,,,,,,2022,0/3,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/9,0/0,0/0,0/0,,
"Spinetta, Ornella Marcela",Argentina,1994-09-20,,,,,,50%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,3/3,-,-,-,,,,,,,,,,6/5,0/0,0/0,0/0,,
"Lemousse Ducis, Yann",France,2002-09-23,,,Right,,,0%,-,-,,,,,,,,,,,,,,,2021,-,-,0/1,-,,,,,,,,,,,,,,,,,,,,,,,,0/0,0/0,0/1,0/0,,
"Bansal, Yugal",India,1999-07-07,,,Right,,Clay,40%,-,-,,,,,,,,,,,,,,,2021,-,3/4,-,-,,,2020,1/1,-,-,-,,,,,,,,,,2018,1/2,-,-,-,,,2/3,4/8,0/0,0/0,,
"Puzanov, Denis",Ukraine,1997-08-06,,,,,,0%,-,-,,,,,,,,,,,,,,,2021,0/2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/5,0/0,0/0,0/0,,
"Hall, Dylan",Barbados,1997-01-18,,,Right,,,33%,-,-,2023,-,0/2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/0,0/2,0/0,0/0,,
"Biddle, Brooke",USA,1979-10-15,,,Right,,,0%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,0/1,0/2,-,-,,,2018,0/2,0/4,-,-,,,0/3,1/12,0/0,0/0,,
"Fallert, Fabian",Germany,1997-05-12,,,Right,,Hard,30%,-,123,,,,,,,,2022,-,-,0/1,-,,,2021,1/2,-,0/1,-,,,,,,,,,,,,,,,,,2018,-,0/1,-,-,,,6/10,0/1,1/4,0/0,,
"Terteac, Olga",Moldova,1993-04-21,,,,,,20%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,-,0/1,-,-,,,2018,2/2,0/2,-,-,,,2/6,0/8,0/0,0/0,,
"Urso, Luna",Italy,2002-01-10,,,,,,0%,-,-,,,,,,,,,,,,,,,2021,0/2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/2,0/0,0/1,0/0,,
"Calzada de Castro, Elena",Spain,2006-09-05,,,,,,0%,-,-,,,,,,,,2022,0/2,-,-,-,,,2021,0/1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/3,0/0,0/0,0/0,,
"Shavishvili, Ketevan",Georgia,2007-10-09,,,,,,33%,-,-,2023,-,1/2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,1/2,0/0,0/0,,
"Barreto Cifuentes, Sergio Felipe",Colombia,2004-08-04,,,,,,0%,-,-,,,,,,,,,,,,,,,2021,0/1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/1,0/0,0/0,0/0,,
"Choo, Deanne",Singapore,2003-07-09,,,Right,,,40%,-,-,,,,,,,,2022,2/3,2/2,-,-,,,,,,,,,,,,,,,,,2019,-,0/3,-,-,,,,,,,,,,2/3,2/5,0/0,0/0,,
"Pini, Francisco",Argentina,2003-02-03,,,,,,50%,1020,2295,,,,,,,,1016,7/8,1/1,5/6,1/1,-,,,,,,,,,-,0/1,0/1,-,-,-,,-,0/1,0/1,-,-,-,,,,,,,,,7/10,1/3,5/6,1/1,0/0,
"Ghasemi, Kooros",Canada,1994-08-29,,,Right,,Hard,20%,-,-,,,,,,,,,,,,,,,2021,-,0/1,-,-,,,,,,,,,,2019,-,1/8,1/1,-,,,2018,1/10,1/3,2/2,-,,,6/43,3/16,4/7,0/0,,
"Stoupe, George",New Zealand,2001-06-15,,,,,,63%,1491,1385,,,,,,,,1469,2/2,-,2/2,-,-,,,,,,,,,1463,0/1,-,0/1,-,-,,-,2/0,-,2/0,-,-,,,,,,,,,4/3,0/0,4/3,0/0,0/0,
"AL Janahi, Abdulrahman",United Arab Emirates,1994-11-15,,,Right,,Hard,20%,-,-,,,,,,,,2022,-,-,-,-,0/4,,2021,-,0/1,-,-,1/1,,,,,,,,,,,,,,,,2018,-,-,-,-,3/2,,0/0,0/3,0/0,0/0,5/8,
"Hatakka, Serena",Finland,2005-09-01,,,Right,,Hard,50%,-,-,,,,,,,,,,,,,,,2021,1/1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,1/1,0/0,0/0,0/0,,
"Yecora, Candela",Spain,2006-02-17,,,Right,,Hard,25%,-,1102,,,,,,,,2022,0/1,1/2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/1,1/2,0/0,0/0,,
"Ramirez Gomez, Ema Yanil",Paraguay,2007-05-30,,,Right,,Clay,0%,-,-,,,,,,,,,,,,,,,2021,0/1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/1,0/0,0/0,0/0,,
"Stone, Sierra",USA,1995-10-04,,,,,,17%,-,-,,,,,,,,,,,,,,,,,,,,,,2020,0/1,-,-,-,,,2019,1/3,0/1,-,-,,,,,,,,,,1/4,0/1,0/0,0/0,,
"Silva Aragon, Claudia Marcela",Colombia,1990-07-09,,,Right,,Clay,20%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,-,-,0/1,-,,,2018,0/1,-,-,-,,,14/24,1/4,0/1,0/0,,
"Brescia, Georgia",Italy,1996-02-08,184,.2017,Right,,Hard,30%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967,9/13,3/8,2/3,4/2,-,,364,17/23,10/11,6/10,1/2,-,,200/125,125/77,58/35,17/13,0/0,
"Tsiang, Tsholofelo",Botswana,2002-03-10,,,Right,,Hard,50%,-,-,,,,,,,,,,,,,,,2021,-,-,-,-,2/2,,2020,-,1/1,-,-,-,,,,,,,,,,,,,,,,0/0,1/1,0/0,0/0,2/2,
"Boros Senior, Attila",Hungary,1982-04-07,,,Right,,Clay,0%,-,-,2023,0/1,-,-,-,,,2022,0/2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/3,0/0,0/0,0/0,,
"Willson, Danielle",USA,1999-08-01,,,,,,40%,-,879,,,,,,,,2022,-,4/5,-,-,,,,,,,,,,,,,,,,,2019,-,3/2,-,-,,,2018,-,1/2,-,-,,,0/0,8/9,0/0,0/0,,
"Steinbach, Andre",Germany,2003-06-23,,,,,,33%,-,-,,,,,,,,,,,,,,,2021,1/1,-,-,-,,,,,,,,,,2019,0/1,-,-,-,,,,,,,,,,1/2,0/0,0/0,0/0,,
"Ozcan, Melis Doga",Turkiye,2005-09-24,,,,,,0%,-,-,2023,0/2,0/3,-,-,,,2022,-,0/2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/2,0/5,0/0,0/0,,
"Gradassi, Elettra",Italy,2005-05-10,,,,,,0%,-,-,2023,-,0/3,-,-,,,2022,0/1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/1,0/3,0/0,0/0,,
"Peus, Phoebe",USA,2004-09-29,,,Right,,,0%,-,-,,,,,,,,2022,-,0/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,0/1,0/0,0/0,,
"Byers, Loren Thomas",USA,2001-11-20,,,,,,50%,1650,-,,,,,,,,1650,1/1,1/1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1,1/1,0/0,0/0,0/0,
"Pudney, Thomas",Great Britain,1997-10-05,,,Right,,Hard,0%,-,-,2023,-,-,0/1,-,,,2022,-,0/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/2,0/1,0/1,0/0,,
"Coman, Isabelle",New Zealand,2001-06-26,,,,,,0%,-,-,,,,,,,,,,,,,,,,,,,,,,2020,0/1,-,-,-,,,,,,,,,,,,,,,,,0/1,0/0,0/0,0/0,,
"von Hindte, Leonard",Germany,1994-04-28,1078,0.2018,Right,,Clay,40%,-,-,,,,,,,,,,,,,,,1767,1/1,-,-,1/1,-,,,,,,,,,,,,,,,,1195,24/19,21/13,2/3,1/3,-,,110/88,67/46,28/22,15/20,0/0,
"Zarichanskyy, Akim",Ukraine,2001-08-29,,,Right,,Clay,10%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,0/6,1/4,-,-,,,2018,1/5,1/8,-,-,,,1/11,2/12,0/0,0/0,,
"Jansson, Oskar",Sweden,2004-11-20,,,,,,67%,-,-,2023,4/2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/2,0/0,0/0,0/0,,
"Vyskrebentseva, Anastasia",Neutral,,,,,,,0%,-,-,,,,,,,,,,,,,,,2021,-,-,0/1,-,,,,,,,,,,,,,,,,,,,,,,,,0/0,0/0,0/1,0/0,,
"Krattiger, Jesse Paul",Switzerland,1997-11-11,,,Right,,Clay,30%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,1/1,-,-,-,,,2018,3/12,1/3,-,-,,,7/29,1/3,0/0,0/0,,
"Karlsson Hantzis, Angelica",Spain,1998-04-05,,,,,,50%,-,-,,,,,,,,2022,1/1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1,0/0,0/0,0/0,,
"Brown, Lucas",USA,2004-11-04,,,,,,25%,-,1770,,,,,,,,2022,-,1/2,0/1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,1/2,0/1,0/0,,
"Horovoy, Vitaliy",Ukraine,2005-08-13,,,Left,,Hard,0%,-,-,,,,,,,,,,,,,,,2021,0/1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/1,0/0,0/0,0/0,,
GOLOVIN T.,France,1988-01-25,,,Right,,,40%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,-,-,0/2,-,-,,,,,,,,,15/12,92/57,15/8,13/6,7/3,
"Kudryavtseva, Kristina",Neutral,2003-06-01,,,Right,,Hard,30%,-,-,,,,,,,,,,,,,,,2021,0/1,0/1,-,-,,,,,,,,,,2019,3/3,-,0/1,-,,,2018,2/1,-,-,-,,,5/5,0/1,0/1,0/0,,
"Wessel, Carel Pieter",Romania,2004-01-13,,,Right,,Clay,43%,-,-,,,,,,,,2022,2/4,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/4,0/0,0/0,0/0,,
"Mayer, Patrick",Germany,1994-01-05,1222,8.2019,Right,,Hard,30%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,10/13,4/7,3/2,3/4,-,,1242,26/26,16/14,6/7,4/5,-,,103/110,70/75,21/21,12/14,0/0,
"Vladson, Laima",Lithuania,2007-09-18,,,,,,0%,-,-,2023,-,0/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,0/1,0/0,0/0,,
"Martinez, Luis David",Venezuela,1989-05-12,390,.2014,Right,,,10%,-,95,,,,,,,,-,0/3,0/1,0/1,-,-,0/1,-,0/3,0/3,-,-,-,-,-,1/2,0/1,-,-,-,1/1,-,0/5,0/1,0/1,0/1,-,0/2,1211,9/7,3/4,5/1,1/2,-,-,119/127,22/47,89/69,2/5,0/0,6/6
"Manyube, Naledi",South Africa,2004-06-30,,,,,,25%,-,-,2023,-,0/1,-,-,-,,2022,-,-,-,-,1/0,,2021,-,0/2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,0/0,0/3,0/0,0/0,1/0,
"Cherie Ligniere, Edoardo",Italy,2004-06-19,,,Right,,Hard,33%,1469,-,-,2/4,2/2,0/2,-,-,,1469,0/2,0/2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/6,2/4,0/2,0/0,0/0,
"McKay, Kyle",Great Britain,2005-11-04,,,,,,50%,-,-,2023,-,2/2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,2/2,0/0,0/0,,
"Doherty, Chaz",Canada,1999-04-18,,,Left,,,0%,-,-,2023,-,0/1,-,-,,,2022,-,-,0/1,-,,,,,,,,,,,,,,,,,2019,-,0/1,-,-,,,2018,0/1,-,0/3,-,,,0/1,0/2,0/4,0/0,,
"Batyutenko, Max",Kazakhstan,2005-07-11,,,Right,,,40%,1733,2295,2023,-,-,3/2,-,,,2022,0/1,0/1,1/1,-,,,2021,-,-,0/1,-,,,,,,,,,,,,,,,,,,,,,,,,0/1,0/1,4/4,0/0,,
"Yang, Zhaoxuan",China,1995-02-11,151,.2015,Right,2011,,30%,-,19,-,0/1,-,-,-,-,0/1,-,0/1,-,0/1,-,-,-,910,2/1,-,2/1,-,-,-,,,,,,,,661,5/5,1/1,2/4,-,-,2/0,625,2/9,1/2,0/6,-,-,1/1,99/103,11/13,81/80,0/0,4/7,3/3
"Yilmaz, Kerem",Turkiye,2007-03-31,,,Right,,Hard,0%,-,-,2023,0/3,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/3,0/0,0/0,0/0,,
"Paredes, Filipe",Portugal,2003-06-12,,,,,,33%,-,-,,,,,,,,2022,-,0/1,-,-,,,2021,-,1/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/0,1/2,0/0,0/0,,
"Toklu, Esila",Turkiye,2008-08-07,,,,,,0%,-,-,2023,0/2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/2,0/0,0/0,0/0,,
"Lechuga Franco, Isabella",Mexico,2005-09-09,,,Right,,Hard,50%,-,-,,,,,,,,2022,-,1/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,1/1,0/0,0/0,,
"Mushika, Chiho",Japan,2001-11-01,,,,,,33%,-,-,,,,,,,,2022,-,2/3,-,-,,,,,,,,,,,,,,,,,,,,,,,,2018,-,-,1/2,-,,,0/0,2/3,1/3,0/0,,
"Balla, Charles",USA,2003-07-15,,,,,,0%,-,-,,,,,,,,2022,-,0/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,0/1,0/0,0/0,,
"Harper, Patrick",Australia,2000-01-28,1673,4.2018,,,,40%,-,1133,,,,,,,,-,4/3,-,3/1,1/2,-,,,,,,,,,,,,,,,,-,0/1,-,0/1,-,-,,1743,6/4,2/1,-,0/1,4/2,,10/10,2/1,3/4,1/3,4/2,
"Chamas, Carlos",Lebanon,1998-07-07,,,Right,,Hard,30%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,0/1,-,-,-,,,2018,2/3,-,-,-,,,4/10,2/3,0/0,0/0,,
"Bousquet, Emma",France,2007-03-30,,,,,,50%,-,-,,,,,,,,2022,1/1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1,0/0,0/0,0/0,,
"Michel, Elena",France,2007-04-25,,,,,,67%,-,-,2023,-,2/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,2/1,0/0,0/0,,
"Tapia Touma, Maximiliano",Chile,2003-08-28,,,Right,,Clay,0%,-,-,,,,,,,,2022,0/5,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/5,0/0,0/0,0/0,,
"Baxter, Hudson",Australia,2005-06-08,,,,,,50%,-,-,,,,,,,,2022,-,1/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,1/1,0/0,0/0,,
"Khan, Abdullah",Pakistan,2004-04-26,,,,,,0%,-,-,2023,-,0/2,-,-,,,,,,,,,,2021,-,0/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/0,0/3,0/0,0/0,,
"Zaitcev, Anton",Neutral,1987-07-22,296,.2014,,,,50%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667,5/2,5/2,-,-,-,,726,16/9,7/6,5/2,4/1,-,,156/94,76/40,51/35,29/19,0/0,
"Cunza, Giuliana",Peru,2006-05-27,,,,,,33%,-,-,,,,,,,,2022,1/2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2,0/0,0/0,0/0,,
"Jucha, William",France,2004-02-19,,,Right,,,40%,-,2209,2023,-,-,3/4,-,,,2022,1/2,0/1,1/5,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2,0/1,4/9,0/0,,
"Hill, Jessica",Great Britain,2003-12-24,,,,,,0%,-,-,,,,,,,,2022,-,0/1,-,-,-,,2021,-,-,-,-,0/2,,,,,,,,,,,,,,,,,,,,,,,0/0,0/1,0/0,0/0,0/2,
"Filipovich, Uladzimir",Neutral,1986-01-12,,,,,,20%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,-,0/1,-,-,,,2018,0/1,2/4,-,-,,,0/2,3/7,0/0,0/0,,
"Coelho, Guilherme",Portugal,2005-03-11,,,,,,0%,-,-,,,,,,,,2022,-,0/3,-,-,,,2021,-,0/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/0,0/4,0/0,0/0,,
"Larsson, Johanna",Sweden,1988-08-17,45,2016,Right,2006,,40%,-,-,,,,,,,,,,,,,,,,,,,,,,-,4/3,-,3/1,-,-,1/2,217,11/26,4/7,4/13,0/1,1/3,2/2,75,25/26,12/8,6/11,4/4,3/3,-,252/248,106/75,96/113,27/25,8/21,15/14
"Murcia Barona, Marianna",Colombia,2003-12-02,,,,,,0%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,0/1,-,-,-,,,,,,,,,,0/1,0/0,0/0,0/0,,
"Hibbert, Taj",Australia,2004-03-10,,,,,,0%,-,-,,,,,,,,2022,0/2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/2,0/0,0/0,0/0,,
"Mohamed, Zeynu",Ethiopia,1993-01-13,,,,,,0%,-,-,2023,0/1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/1,0/0,0/0,0/0,,
"Damiano, Agustin Ivan",Argentina,2002-09-03,,,Right,,Hard,25%,-,-,,,,,,,,2022,0/1,-,-,-,,,2021,1/2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,1/3,0/0,0/0,0/0,,
"Enculescu, Charmaine",Australia,1994-08-19,,,,,,33%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,-,1/2,-,-,,,,,,,,,,0/0,1/2,0/0,0/0,,
"Baklanov, Gleb",Ukraine,2001-09-07,,,,,,43%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,1/1,-,-,-,,,2018,1/1,-,-,-,,,3/3,0/0,0/0,0/0,,
"Aitken, Tiegan",Great Britain,2001-10-06,,,,,,0%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,-,0/1,-,-,,,,,,,,,,0/0,0/1,0/0,0/0,,
"Ibrahim, Beatriz",Brazil,2005-07-26,,,,,,0%,-,-,,,,,,,,,,,,,,,2021,0/1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/1,0/0,0/0,0/0,,
"Guna, Robert",Romania,2005-08-31,,,Right,,Clay,0%,-,-,,,,,,,,2022,0/1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/1,0/0,0/0,0/0,,
"Das, Aishi",New Zealand,2008-01-01,,,,,,40%,-,-,2023,-,1/2,-,-,,,2022,-,1/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,2/3,0/0,0/0,,
"Medina Mendez, Victor",Spain,2004-08-28,,,,,,0%,-,-,,,,,,,,2022,0/1,0/1,-,-,,,2021,-,0/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/1,0/2,0/0,0/0,,
"Sosa, Carola Celina",Argentina,2004-06-16,,,,,,20%,-,-,2023,1/4,-,-,-,,,2022,4/4,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/8,0/0,0/0,0/0,,
"Bartok, Peter",Hungary,1995-07-01,,,,,,0%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seo, Jiyoung",Republic of Korea,2002-12-24,,,,,,0%,-,-,,,,,,,,2022,-,0/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,0/1,0/0,0/0,,
"Loretz, Valentina",Mexico,2003-02-15,,,,,,0%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,-,0/1,-,-,,,,,,,,,,0/0,0/1,0/0,0/0,,
"Cracana Cracana, Alex",Spain,2005-08-14,,,,,,0%,-,-,,,,,,,,,,,,,,,2021,0/1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/1,0/0,0/0,0/0,,
"Ishii, Daiki",Japan,2001-05-30,,,,,,0%,-,-,,,,,,,,2022,-,0/2,-,-,,,,,,,,,,,,,,,,,2019,0/4,-,-,-,,,2018,-,0/3,-,-,,,0/6,0/5,0/0,0/0,,
"Ziganshin, Robert",Neutral,1995-10-26,1438,4.2011,,,,20%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,2/19,2/16,0/3,-,-,,-,3/15,2/8,1/7,-,-,,20/92,15/53,4/31,1/8,0/0,
"Lo Pumo, Martina",Italy,1998-09-15,,,Right,,,10%,-,-,,,,,,,,2022,-,0/2,-,-,,,2021,-,0/2,-,-,,,,,,,,,,,,,,,,,,,,,,,,5/15,0/11,0/0,0/0,,
"Langle, Arturo",Mexico,2002-12-29,,,,,,10%,-,-,,,,,,,,2022,-,0/1,-,-,,,2021,-,1/1,-,-,,,2020,-,0/1,-,-,,,2019,-,0/13,-,-,,,,,,,,,,0/0,1/16,0/0,0/0,,
"Kalaitzis, Victor",Greece,2006-10-10,,,Right,,Clay,50%,-,-,,,,,,,,2022,-,2/2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,2/2,0/0,0/0,,
"Rodrigues Daud, Luiza",Brazil,2002-11-15,,,,,,0%,-,-,,,,,,,,,,,,,,,,,,,,,,2020,0/1,-,-,-,,,,,,,,,,,,,,,,,0/1,0/0,0/0,0/0,,
"Antican Gonzalez, Bianca Lia",Chile,2002-07-26,,,,,,17%,-,-,,,,,,,,,,,,,,,2021,0/2,-,-,-,,,,,,,,,,2019,1/2,-,-,-,,,2018,0/1,-,-,-,,,1/5,0/0,0/0,0/0,,
"Affolter, Elia Joel",Switzerland,2001-06-23,,,,,,0%,-,-,,,,,,,,2022,0/1,-,-,-,,,2021,0/1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/2,0/0,0/0,0/0,,
"Padilla, Norma Paola",Mexico,2002-11-22,,,Right,,Clay,0%,-,-,,,,,,,,2022,-,0/3,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,0/3,0/0,0/0,,
"Squarcia Mateo, Bruno",Spain,2001-03-06,,,Right,,,0%,-,-,,,,,,,,2022,0/1,-,-,-,,,2021,0/1,-,-,-,,,,,,,,,,2019,0/1,-,-,-,,,2018,0/2,-,-,-,,,0/5,0/0,0/0,0/0,,
"Meyer, Emily",Austria,2001-12-27,,,,,,20%,-,-,,,,,,,,2022,0/1,-,-,-,,,2021,0/1,1/1,-,-,,,,,,,,,,2019,2/5,-,0/1,-,,,2018,5/6,2/4,-,-,,,7/15,3/5,0/1,0/0,,
"Tshivhase, Thio",South Africa,2003-12-13,,,Right,,Clay,0%,-,-,,,,,,,,,,,,,,,2021,-,0/2,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/0,0/2,0/0,0/0,,
"Ataka, Hinari",Japan,2005-09-12,,,,,,0%,-,-,,,,,,,,2022,-,0/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,0/1,0/0,0/0,,
"Muniz Hidalgo, Antonio",Spain,2000-01-18,1550,8.2022,Right,,Clay,30%,1650,-,-,0/1,-,-,0/1,-,,1650,1/1,-,1/1,-,-,,1876,0/1,0/1,-,-,-,,,,,,,,,1755,5/7,2/5,3/2,-,-,,1902,14/12,8/9,6/3,-,-,,21/30,11/23,10/6,0/1,0/0,
"Alali, Ahmad",Kuwait,1989-08-03,,,,,,0%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,-,0/1,-,-,,,,,,,,,,0/0,0/1,0/0,0/0,,
"Janci, Kristian",Slovakia,2004-01-11,,,Right,,Clay,30%,-,-,,,,,,,,2022,3/3,0/4,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/3,0/4,0/0,0/0,,
"Wynn, Parker",USA,1997-07-11,,,,,,0%,-,-,,,,,,,,2022,-,0/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,0/1,0/0,0/0,,
"Pretorius, Louis",South Africa,1993-08-29,,,Right,,Hard,40%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,-,0/2,-,-,3/0,,2018,-,0/2,-,-,-,,0/0,10/23,0/0,0/0,3/0,
